league_id,match_id,battle_id,date,game_no,team,opponent,win,duration_min,gold,gold_diff,kills,kill_diff,towers,tower_diff,objectives
20260003,2026070401,48251408_35_1783148188,2026-07-04,3,SYG,广州TTG,0,17.05,53724,-2124,7,-3,6,-2,3
20260003,2026070402,48251408_36_1783155753,2026-07-04,1,WST,KSG,0,13.283333333333333,40977,-5507,5,-5,2,-5,0
20260003,2026070402,48251408_36_1783155753,2026-07-04,1,KSG,WST,1,13.283333333333333,46484,5507,10,5,7,5,4
20260003,2026070402,48251408_37_1783157545,2026-07-04,2,KSG,WST,1,21.0,69477,8031,11,8,9,7,7
20260003,2026070402,48251408_37_1783157545,2026-07-04,2,WST,KSG,0,21.0,61446,-8031,3,-8,2,-7,1
20260003,2026070402,48251408_38_1783159888,2026-07-04,3,KSG,WST,0,14.95,51773,9230,6,5,8,7,6
20260003,2026070402,48251408_38_1783159888,2026-07-04,3,WST,KSG,0,14.95,42543,-9230,1,-5,1,-7,0
20260003,2026070403,1272988176_10_1783166431,2026-07-04,1,北京JDG,佛山DRG,1,18.85,63951,7463,10,6,6,6,6
20260003,2026070403,1272988176_10_1783166431,2026-07-04,1,佛山DRG,北京JDG,0,18.85,56488,-7463,4,-6,0,-6,1
20260003,2026070403,1272988176_11_1783168590,2026-07-04,2,北京JDG,佛山DRG,1,14.633333333333333,49729,8306,13,7,8,4,3
20260003,2026070403,1272988176_11_1783168590,2026-07-04,2,佛山DRG,北京JDG,0,14.633333333333333,41423,-8306,6,-7,4,-4,2
20260003,2026070403,1272988176_12_1783170451,2026-07-04,3,佛山DRG,北京JDG,0,12.433333333333334,35090,-8066,4,-5,1,-1,2
20260003,2026070403,1272988176_12_1783170451,2026-07-04,3,北京JDG,佛山DRG,1,12.433333333333334,43156,8066,9,5,2,1,1
20260003,2026070501,48251408_40_1783231250,2026-07-05,1,武汉eStarPro,南通Hero久竞,0,14.866666666666667,44664,-5440,4,-7,2,-7,1
20260003,2026070501,48251408_40_1783231250,2026-07-05,1,南通Hero久竞,武汉eStarPro,1,14.866666666666667,50104,5440,11,7,9,7,5
20260003,2026070501,48251408_41_1783233087,2026-07-05,2,南通Hero久竞,武汉eStarPro,0,16.266666666666666,47250,-9458,4,-7,1,-5,1
20260003,2026070501,48251408_41_1783233087,2026-07-05,2,武汉eStarPro,南通Hero久竞,1,16.266666666666666,56708,9458,11,7,6,5,4
20260003,2026070501,48251408_42_1783235107,2026-07-05,3,武汉eStarPro,南通Hero久竞,0,14.933333333333334,41170,-12000,1,-11,0,-6,0
20260003,2026070501,48251408_42_1783235107,2026-07-05,3,南通Hero久竞,武汉eStarPro,1,14.933333333333334,53170,12000,12,11,6,6,5
20260003,2026070501,48251408_43_1783237005,2026-07-05,4,武汉eStarPro,南通Hero久竞,1,16.5,56844,5259,12,8,6,-1,1
20260003,2026070501,48251408_43_1783237005,2026-07-05,4,南通Hero久竞,武汉eStarPro,0,16.5,51585,-5259,4,-8,7,1,4
20260003,2026070501,48251408_44_1783238715,2026-07-05,5,南通Hero久竞,武汉eStarPro,1,18.583333333333332,61224,7978,13,4,9,8,5
20260003,2026070501,48251408_44_1783238715,2026-07-05,5,武汉eStarPro,南通Hero久竞,0,18.583333333333332,53246,-7978,9,-4,1,-8,0
20260003,2026070502,970998288_3_1783242248,2026-07-05,1,济南RW侠,重庆狼队,1,24.35,76455,5248,8,4,8,4,3
20260003,2026070502,970998288_3_1783242248,2026-07-05,1,重庆狼队,济南RW侠,0,24.35,71207,-5248,4,-4,4,-4,5
20260003,2026070502,970998288_4_1783244960,2026-07-05,2,济南RW侠,重庆狼队,1,16.233333333333334,52283,5525,11,4,7,4,3
20260003,2026070502,970998288_4_1783244960,2026-07-05,2,重庆狼队,济南RW侠,0,16.233333333333334,46758,-5525,7,-4,3,-4,2
20260003,2026070502,970998288_5_1783247198,2026-07-05,3,重庆狼队,济南RW侠,1,15.6,52096,7461,9,9,8,8,5
20260003,2026070502,970998288_5_1783247198,2026-07-05,3,济南RW侠,重庆狼队,0,15.6,44635,-7461,0,-9,0,-8,0
20260003,2026070502,970998288_6_1783249163,2026-07-05,4,济南RW侠,重庆狼队,0,15.6,45287,-6509,5,-8,2,-3,2
20260003,2026070502,970998288_6_1783249163,2026-07-05,4,重庆狼队,济南RW侠,1,15.6,51796,6509,13,8,5,3,3
20260003,2026070502,970998288_7_1783250863,2026-07-05,5,重庆狼队,济南RW侠,1,22.316666666666666,75260,6083,11,-1,8,1,4
20260003,2026070502,970998288_7_1783250863,2026-07-05,5,济南RW侠,重庆狼队,0,22.316666666666666,69177,-6083,12,1,7,-1,4
20260003,2026070503,501236240_10_1783254441,2026-07-05,1,深圳DYG,成都AG超玩会,0,11.616666666666667,32116,-9424,3,-9,0,-3,0
20260003,2026070503,501236240_10_1783254441,2026-07-05,1,成都AG超玩会,深圳DYG,1,11.616666666666667,41540,9424,12,9,3,3,4
20260003,2026070503,501236240_11_1783256096,2026-07-05,2,成都AG超玩会,深圳DYG,1,15.083333333333334,50690,8191,10,6,4,3,4
20260003,2026070503,501236240_11_1783256096,2026-07-05,2,深圳DYG,成都AG超玩会,0,15.083333333333334,42499,-8191,4,-6,1,-3,1
20260003,2026070503,501236240_12_1783257974,2026-07-05,3,成都AG超玩会,深圳DYG,0,15.116666666666667,55601,7553,19,10,9,7,5
20260003,2026070503,501236240_12_1783257974,2026-07-05,3,深圳DYG,成都AG超玩会,0,15.116666666666667,48048,-7553,9,-10,2,-7,1
20260003,2026071703,501236240_8_1784297598,2026-07-17,5,成都AG超玩会,KSG,1,20.966666666666665,72295,11015,12,6,5,2,7
20260003,2026071703,501236240_8_1784297598,2026-07-17,5,KSG,成都AG超玩会,0,20.966666666666665,61280,-11015,6,-6,3,-2,0
20260003,2026071903,501236240_12_1784462563,2026-07-19,1,成都AG超玩会,广州TTG,1,19.216666666666665,62302,5362,7,3,4,3,5
20260003,2026071903,501236240_12_1784462563,2026-07-19,1,广州TTG,成都AG超玩会,0,19.216666666666665,56940,-5362,4,-3,1,-3,1
